BUSINESS,CATEGORY,CATEGORY_ATTRIBUTE
Tech,Assisted Hearing Devices,Hearing Aid Style
Tech,Assisted Hearing Devices,Self-Fitting
Tech,Assisted Hearing Devices,Warranty Term In Years
Tech,Audio/Video Cables,Data Cable Packaging
Tech,Audio/Video Cables,Data Cable Type
Tech,Audio/Video Cables,Number in Pack
Tech,Backup Technologies,HD Form Factor
Tech,Backup Technologies,Hard Drive Disk Size GB
Tech,Backup Technologies,Hard Drive Included
Tech,Backup Technologies,Number of Drive Bays
Tech,Backup Technologies,Number of Drives Included
Tech,Backup Technologies,Populated Drive Bays
Tech,Backup Technologies,Product Family
Tech,Backup Technologies,Router Included
Tech,Backup Technologies,Storage Interface
Tech,Backup Technologies,Storage System Type
Tech,Backup Technologies,System Form Factor
Tech,Backup Technologies,Tape Libraries & Tape Drives Type
Tech,Backup Technologies,iSCSI Capability
Tech,Beverage Accessories,Breakroom Service - Color
Tech,Beverage Cups,Beverage Type
Tech,Beverage Cups,Cup Size
Tech,Binder Accessories,All Other Binder Accessory Type
Tech,Binder Accessories,Binder Accessory Material
Tech,Binder Accessories,Binder Accessory Pack Size
Tech,Binder Accessories,Binder Accessory Weight
Tech,Binder Accessories,Binder Pocket
Tech,Binder Accessories,Clarity
Tech,Binder Accessories,Divider Color
Tech,Binder Accessories,Feed Through A Machine
Tech,Binder Accessories,Loading
Tech,Binder Accessories,Media Type
Tech,Binder Accessories,Number of Sets Included
Tech,Binder Accessories,Protector Size
Tech,Binder Accessories,Tab Color
Tech,Binding,BindingType
Tech,Binding,CoverColor-BindingMachineAccessories
Tech,Binding,CoverMaterial-BindingMachineAccessories
Tech,Binding,CoverSize
Tech,Binding,MachinePortable
Tech,Binding,PackSize-BindingMachineAccessories
Tech,Binding,PunchCapacity
Tech,Binding,SheetCapacity
Tech,Binding,SpineBindingStyle
Tech,Binding,SpineColor
Tech,Binding,SpineSize
Tech,Binoculars - Do Not Use,Digital Camera
Tech,Binoculars - Do Not Use,Focus
Tech,Binoculars - Do Not Use,Objective Lens Aperature
Tech,Binoculars - Do Not Use,Prism Type
Tech,Binoculars - Do Not Use,Scope
Tech,Binoculars - Do Not Use,Zoom
Tech,Blank Video Tape,Blank Video Type
Tech,Blank Video Tape,Length (in Minutes)
Tech,Blank Video Tape,Pack Size (Tapes in Package) 
Tech,Blank Video Tape,Tape Grade
Tech,Blu-ray Media,DVD # in Package
Tech,Blu-ray Media,DVD Capacity
Tech,Blu-ray Media,DVD Max Recording Speed
Tech,Blu-ray Media,DVD Media Type
Tech,Blu-ray Media,Data Format
Tech,Blu-ray Media,Layers DVD Media
Tech,Blu-ray Media,Packaging Type
Tech,Blu-ray Media,Printable Media Type
Tech,Blu-ray Media,Sides
Tech,Blu-ray Media,Size DVD Media
Tech,Blu-ray Players/Recorders,3D
Tech,Blu-ray Players/Recorders,BD Profile
Tech,Blu-ray Players/Recorders,Browser Installed
Tech,Blu-ray Players/Recorders,DTS Decoder
Tech,Blu-ray Players/Recorders,DiVX
Tech,Blu-ray Players/Recorders,Dolby Digital Decoder
Tech,Blu-ray Players/Recorders,High Resolution Audio
Tech,Blu-ray Players/Recorders,JPEG Viewer
Tech,Blu-ray Players/Recorders,Kodak Picture CD
Tech,Blu-ray Players/Recorders,MPEG-4
Tech,Blu-ray Players/Recorders,Networked
Tech,Blu-ray Players/Recorders,Networking Capable
Tech,Blu-ray Players/Recorders,Next Gen DVD Format
Tech,Blu-ray Players/Recorders,Shuttle Control
Tech,Blu-ray Players/Recorders,Streaming - Hulu
Tech,Blu-ray Players/Recorders,Streaming - Netflix
Tech,Blu-ray Players/Recorders,Streaming - Other Video
Tech,Blu-ray Players/Recorders,Streaming - YouTube
Tech,Blu-ray Players/Recorders,Ultra HD Blu-ray
Tech,Blu-ray Players/Recorders,Video Streaming Capable
Tech,Blu-ray Players/Recorders,Windows Media
Tech,Blu-ray Players/Recorders,Xvid
Tech,Business Applications,Cloud Backup
Tech,Business Applications,Cloud Enabled
Tech,Business Applications,First Month Sold
Tech,Business Applications,First Year Sold
Tech,Business Applications,License Segment
Tech,Business Applications,License Support Status
Tech,Business Applications,License Term - Months
Tech,Business Applications,Licensed Socket CPU Max Quantity
Tech,Business Applications,Licensed seat - user Quantity Range
Tech,Business Applications,Protected Storage Capacity
Tech,Business Applications,Software Product Family
Tech,Business Applications,Software Use-Case
Tech,CD Boombox,CDC Configuration
Tech,CD Boombox,Design
Tech,CD Boombox,Digital File Playback
Tech,CD Boombox,HD Radio
Tech,CD Boombox,Remote Control Included
Tech,CD Boombox,Tuner Type
Tech,CD Boombox,Type of Disc Loader
Tech,CD Boombox,Wireless Capability
Tech,CD Controllers,Amplifier Type
Tech,CD Controllers,CD Controller Remote Control
Tech,CD Controllers,CD Controller Size
Tech,CD Controllers,CD Controller Type
Tech,CD Controllers,Power Per Main Channel
Tech,CD Media,CD # in Package
Tech,CD Media,CD Format
Tech,CD Media,CD Max Recording Speed
Tech,CD Media,Media Style
Tech,CD Media,Recordable Media Type
Tech,CD Media,Recording Time/Data Size
Tech,CD/DVD Drives,Blu-ray Technology
Tech,CD/DVD Drives,CD Drive Type
Tech,CD/DVD Drives,CD Reading Speed
Tech,CD/DVD Drives,CD Rewriting Speed
Tech,CD/DVD Drives,CD Writing Speed
Tech,CD/DVD Drives,CD/DVD Format
Tech,CD/DVD Drives,CD/DVD Interface
Tech,CD/DVD Drives,DVD Format
Tech,CD/DVD Drives,DVD Read/Write
Tech,CD/DVD Drives,DVD Reading Speed
Tech,CD/DVD Drives,DVD Rewriting Speed
Tech,CD/DVD Drives,DVD Writing Speed
Tech,CD/DVD Drives,Internal Memory
Tech,CD/DVD Drives,Removable Media
Tech,CD/DVD Drives,Removable Media Handle High Capacity
Tech,CD/DVD Drives,Removable Media Type
Tech,CD/DVD Drives,Slim Drive
Tech,CPUs/Processors,Cache Size
Tech,CPUs/Processors,DRAM Module Type
Tech,CPUs/Processors,Lithography nm
Tech,CPUs/Processors,MHz
Tech,CPUs/Processors,MHz Max
Tech,CPUs/Processors,NPU TOPS PC
Tech,CPUs/Processors,PC Technology
Tech,CPUs/Processors,PC Technology Family
Tech,CPUs/Processors,PCIe Version
Tech,CPUs/Processors,Processor Core
Tech,CPUs/Processors,Processor Market
Tech,CRT TV,Advanced OS
Tech,CRT TV,Apps Included
Tech,CRT TV,Backlight Source
Tech,CRT TV,Broadcast System
Tech,CRT TV,Cable Card Slot Included
Tech,CRT TV,Colors Per Pixel
Tech,CRT TV,DVD Included
Tech,CRT TV,Digital Connector
Tech,CRT TV,Digital Interface Included
Tech,CRT TV,Display Resolution
Tech,CRT TV,Display Segment
Tech,CRT TV,Display Type
Tech,CRT TV,Electronic Programming Guide
Tech,CRT TV,Energy Star On Mode Power
Tech,CRT TV,Energy Star Screen Area
Tech,CRT TV,Energy Star Sleep Mode Power
Tech,CRT TV,Energy Star Version
Tech,CRT TV,Hard Drive Recorder Included
Tech,CRT TV,Hard Drive Recorder Type
Tech,CRT TV,Integrated Media Device
Tech,CRT TV,Internet Connection Type
Tech,CRT TV,Native Scan Formats
Tech,CRT TV,Number of ATSC (Digital) Tuners
Tech,CRT TV,Number of HDMI Connectors
Tech,CRT TV,Number of NTSC (Analog) Tuners
Tech,CRT TV,Picture in Picture
Tech,CRT TV,Rear Projection TV Technology Type
Tech,CRT TV,Refresh Rate
Tech,CRT TV,Remote
Tech,CRT TV,Screen Format
Tech,CRT TV,Screen Size (in inches)
Tech,CRT TV,Smart TV
Tech,CRT TV,Software Service Name
Tech,CRT TV,TV Command Type
Tech,CRT TV,TV Display
Tech,CRT TV,Touchpad CTV
Tech,CRT TV,Tuner
Tech,CRT TV,Under Counter Mount
Tech,CRT TV,VCR Format
Tech,Calculators,Calculator Number of Lines
Tech,Calculators,Calculator Type
Tech,Calculators,Number of Digits
Tech,Calculators,Printing
Tech,Calculators,Upgradable Rom
Tech,Calendars,Calendar Base With Desk Organizer
Tech,Calendars,Calendar Hanging Direction
Tech,Calendars,Calendar Page Dimensions
Tech,Calendars,Desk Calendar Refill Type
Tech,Calendars,Desk Calendar Refills with Tabs
Tech,Calendars,Erasable Surface Calendar
Tech,Caller ID Boxes,Call Storage (Range)
Tech,Caller ID Boxes,Call Waiting
Tech,Caller ID Boxes,Caller Id Display
Tech,Caller ID Boxes,Display Dial
Tech,Caller ID Boxes,Time & Date Stamp
Tech,Camcorder Accessory (Consumer Only),Imaging Accessory Usage
Tech,Camcorders,360 Degrees
Tech,Camcorders,AVCHD Format
Tech,Camcorders,Action Camera
Tech,Camcorders,Built in Flash
Tech,Camcorders,Camcorder Rugged/Waterproof
Tech,Camcorders,Camcorder Screen Orientation
Tech,Camcorders,Camcorder Touchscreen
Tech,Camcorders,Codec
Tech,Camcorders,Color Viewfinder
Tech,Camcorders,Digital Zoom
Tech,Camcorders,Digital Zoom Length
Tech,Camcorders,Electronic Image Stabilization (EIS)
Tech,Camcorders,Geotagging
Tech,Camcorders,HD Video Format
Tech,Camcorders,HDV Format
Tech,Camcorders,Handheld Orientation
Tech,Camcorders,Image Stabilization
Tech,Camcorders,Imaging Resolution
Tech,Camcorders,Internal Memory Size
Tech,Camcorders,LCD Screen
Tech,Camcorders,Mountable
Tech,Camcorders,Optical Zoom Included
Tech,Camcorders,Optical Zoom Length
Tech,Camcorders,Power Zoom Ratio
Tech,Camcorders,Record/Playback
Tech,Camcorders,Recording Media
Tech,Camcorders,Weight (In Ounces)
Tech,Camcorders,Wi-Fi Capable
Tech,Car Amplifiers,Bridgeable Amplifier
Tech,Car Amplifiers,Built in CrossOvers
Tech,Car Amplifiers,Car Amp Number of Channels
Tech,Car Amplifiers,Input Type
Tech,Car Amplifiers,Power (40HM) per Channel
Tech,Car CD Changers,CD Changer Number of Discs
Tech,Car CD Changers,CD Changer Type
Tech,Car CD Changers,CD-R/CD-RW Playback
Tech,Car CD Changers,Satellite Radio
Tech,Car Stereo Speakers,Car Speaker Mount Type
Tech,Car Stereo Speakers,Marine Quality
Tech,Car Stereo Speakers,Speaker Configuration
Tech,Car Stereo Speakers,Speaker Package Quantity
Tech,Car Stereo Speakers,Speaker Size
Tech,Car Stereo Speakers,Speaker Type
Tech,Car Stereo Speakers,Subwoofer Size
Tech,Car Stereo Speakers,Top Mount Depth
Tech,Cell Phone Accessories,Anti-Fingerprint
Tech,Cell Phone Accessories,Anti-Glare
Tech,Cell Phone Accessories,Antimicrobial Protection
Tech,Cell Phone Accessories,Battery Life
Tech,Cell Phone Accessories,Brand Series
Tech,Cell Phone Accessories,Built in GripStand
Tech,Cell Phone Accessories,Cell Phone Battery Capacity
Tech,Cell Phone Accessories,Cell Phone Case Series
Tech,Cell Phone Accessories,Cell Phone Case Type
Tech,Cell Phone Accessories,Charging Case
Tech,Cell Phone Accessories,Charging Case Battery Capacity
Tech,Cell Phone Accessories,Curved Screen Protector
Tech,Cell Phone Accessories,Device Pattern
Tech,Cell Phone Accessories,Device Protection Material
Tech,Cell Phone Accessories,IP Rating
Tech,Cell Phone Accessories,Magnetic Holder
Tech,Cell Phone Accessories,Mobile Accessory Type
Tech,Cell Phone Accessories,Mobile Holder Type
Tech,Cell Phone Accessories,Number of Items in Package
Tech,Cell Phone Accessories,Phone Brand
Tech,Cell Phone Accessories,Phone Model
Tech,Cell Phone Accessories,Phone Type
Tech,Cell Phone Accessories,Primary Color
Tech,Cell Phone Accessories,Privacy Protection
Tech,Cell Phone Accessories,Ring Light
Tech,Cell Phone Accessories,Screen Protection Included
Tech,Cell Phone Accessories,Screen Protector Coverage
Tech,Cell Phone Accessories,Screen Protector Material
Tech,Cell Phone Accessories,Secondary Color
Tech,Cell Phone Accessories,Self-Healing Film
Tech,Cell Phone Accessories,Sustainable Materials
Tech,Cell Phone Accessories,Translucent
Tech,Cell Phone Accessories,Wallet Case
Tech,Cell Phone Accessories,Water-Resistant/Waterproof
Tech,Cell Phone Accessories,Wireless Charging Standard
Tech,Cellular Headset Equipment,A2DP Profile
Tech,Cellular Headset Equipment,Base/Remote Technology
Tech,Cellular Headset Equipment,Gaming
Tech,Cellular Headset Equipment,Handsfree Type
Tech,Cellular Headset Equipment,Headphone Headset Style
Tech,Cellular Headset Equipment,Headset Caller ID
Tech,Cellular Headset Equipment,Headset Sound
Tech,Cellular Headset Equipment,Headset Voice Alerts
Tech,Cellular Headset Equipment,Headset Voice Commands
Tech,Cellular Headset Equipment,Mute
Tech,Cellular Headset Equipment,Noise Cancelling
Tech,Cellular Headset Equipment,Number of Microphones
Tech,Cellular Headset Equipment,PC Headset/PC Microphone
Tech,Cellular Headset Equipment,USB Connection
Tech,Cellular Headset Equipment,Wireless or Wired
Tech,Clips,Clip Color
Tech,Clips,Clip Material
Tech,Clips,Clip Size
Tech,Clips,Clip with Magnetic Backing
Tech,Coloring,Chalk Type
Tech,Coloring,Coloring Dry Erase
Tech,Coloring,Coloring Size
Tech,Coloring,Count/Pack Size
Tech,Coloring,Fabric
Tech,Coloring,Outdoor Use
Tech,Coloring,Twist Up
Tech,Coloring,Washable
Tech,Communication Devices,Certified Device Type
Tech,Communication Devices,Telecom Device Type
Tech,Communication Devices,Telecom Interaction Capability
Tech,Communication Devices,VOIP Capable
Tech,Computer Connectivity,KVM Extender
Tech,Computer Connectivity,KVM Switch
Tech,Computer Connectivity,NB Mobile
Tech,Computer Connectivity,USB Type- C Connector
Tech,Corded Equipment,Amplified
Tech,Corded Equipment,Answer Recording Time
Tech,Corded Equipment,Caller ID
Tech,Corded Equipment,Conference Call
Tech,Corded Equipment,Corded LCD Display
Tech,Corded Equipment,Data Port Jack
Tech,Corded Equipment,Dial Type
Tech,Corded Equipment,Headset Included
Tech,Corded Equipment,Hold Function
Tech,Corded Equipment,Memories
Tech,Corded Equipment,Number of Lines
Tech,Corded Equipment,Number of Mailboxes
Tech,Corded Equipment,Remote Functions
Tech,Corded Equipment,Speakerphone
Tech,Corded Equipment,Voice Menu
Tech,Corded Equipment,Voice over IP Capable (VoIP)
Tech,Cordless Equipment,Color Display Included
Tech,Cordless Equipment,Corded Handset on Base
Tech,Cordless Equipment,Dial on Base
Tech,Cordless Equipment,Extra Handsets/Phone
Tech,Cordless Equipment,Frequency Technique
Tech,Cordless Equipment,Headset Jack
Tech,Cordless Equipment,Intercom Function
Tech,Cordless Equipment,Number of Handsets
Tech,Cordless Equipment,Radio Frequency
Tech,Cordless Equipment,Talking Caller ID
Tech,Cordless Equipment,USB Port
Tech,Correction,Correction - Fluid Form
Tech,Correction,Correction - Pencil Eraser Type
Tech,Correction,Correction - Tape Type
Tech,Correction,Fine Writing - Set Composition
Tech,Correction,Highlighters - Self Stick Flags
Tech,Correction,Highlighters - Type
Tech,Correction,Markers - Ink Type
Tech,Correction,Markers - Type of Erasable
Tech,Correction,Markers - Washable
Tech,Correction,Pencils - Lead Size
Tech,Correction,Pencils - Pre-Sharpened
Tech,Correction,Pencils - Watercolor
Tech,Correction,Pencils - Woodless
Tech,Correction,Pens - Actual Pen Point Size
Tech,Correction,Refills - Pencil Refill Pack Size
Tech,Correction,Refills - Pencil Refill Point Size
Tech,Correction,Writing - Barrel Color
Tech,Correction,Writing - Bonus Count
Tech,Correction,Writing - Bonus Item Type
Tech,Correction,Writing - Color
Tech,Correction,Writing - Comfort Grip
Tech,Correction,Writing - Erasable
Tech,Correction,Writing - Mini Size
Tech,Correction,Writing - Pack Size
Tech,Correction,Writing - Pen Type
Tech,Correction,Writing - Product Line
Tech,Correction,Writing - Retractable
Tech,Correction,Writing - Style
Tech,Correction,Writing - Tip
Tech,Correction,Writing - Twistable
Tech,Correction,Writing Instruments Acc - Case Closure
Tech,Correction,Writing Instruments Acc - Color
Tech,Correction,Writing Instruments Acc - Eyelets
Tech,Correction,Writing Instruments Acc - Material
Tech,Correction,Writing Instruments Acc - Power Source
Tech,Cutlery,Actual Cutlery Count per Pack
Tech,Cutlery,Actual Cutlery Pack Count
Tech,Cutlery,Cutlery Weight
Tech,Cutting Tools,Blade Type
Tech,Cutting Tools,Cutting Tool Blade Length
Tech,Cutting Tools,Cutting Tool Form
Tech,Cutting Tools,Cutting Tool Pack Size
Tech,Cutting Tools,Cutting Tool Use
Tech,Data Binders,Binder Color
Tech,Data Binders,Binder Durability
Tech,Data Binders,Binder Material
Tech,Data Binders,Binder Pack Size
Tech,Data Binders,Binder Sheet Capacity
Tech,Data Binders,Binder Size
Tech,Data Binders,Hanging
Tech,Data Binders,Number of Rings
Tech,Data Binders,Ring Size
Tech,Data Binders,Ring Type
Tech,Data Binders,View Cover
Tech,Data Binders,Zippered vs Non-Zippered
Tech,Data Cables,Pins
Tech,Data Cartridges,4MM Type
Tech,Data Cartridges,8MM Type
Tech,Data Cartridges,DLT Type
Tech,Data Cartridges,Data # in Package
Tech,Data Cartridges,Data Cartridge Capacity
Tech,Data Cartridges,Data Cartridge Type
Tech,Data Cartridges,LTO TYPE
Tech,Digital Assistant Robots,Alexa
Tech,Digital Assistant Robots,Collision Avoidance
Tech,Digital Assistant Robots,Cortana
Tech,Digital Assistant Robots,Google Assistant
Tech,Digital Assistant Robots,Integrated Camera
Tech,Digital Assistant Robots,Siri
Tech,Digital Assistant Robots,Z-wave
Tech,Digital Assistant Robots,ZigBee
Tech,Digital Health,Blood Pressure Monitor
Tech,Digital Health,Device Location
Tech,Digital Health,Digital Health Device Type
Tech,Digital Health,Glucose Monitor
Tech,Digital Health,Heart Rate Tracking Technology
Tech,Digital Health,Technology Type
Tech,Digital Health,User Log
Tech,Digital Health,Voice Control
Tech,Digital Imaging Accessories,Attachment Points
Tech,Digital Imaging Accessories,Bag/Case Type
Tech,Digital Imaging Accessories,Battery Brand Compatibility
Tech,Digital Imaging Accessories,Battery Capacity
Tech,Digital Imaging Accessories,Battery Make Up
Tech,Digital Imaging Accessories,Camera Case Type
Tech,Digital Imaging Accessories,Case Depth
Tech,Digital Imaging Accessories,Case Height
Tech,Digital Imaging Accessories,Case Material Type
Tech,Digital Imaging Accessories,Case Width
Tech,Digital Imaging Accessories,Constant Aperture
Tech,Digital Imaging Accessories,Cradle/Dock Function
Tech,Digital Imaging Accessories,Image Sensor Format
Tech,Digital Imaging Accessories,Imaging Accessory Type
Tech,Digital Imaging Accessories,Lens Anti-Shake Technology
Tech,Digital Imaging Accessories,Lens Brand Compatibility
Tech,Digital Imaging Accessories,Lens Classification
Tech,Digital Imaging Accessories,Lens Filter Set Type
Tech,Digital Imaging Accessories,Lens Focus Type
Tech,Digital Imaging Accessories,Lens Mount Type
Tech,Digital Imaging Accessories,Life
Tech,Digital Imaging Accessories,Maximum F-Stop Aperture
Tech,Digital Imaging Accessories,Maximum T-Stop Aperture
Tech,Digital Imaging Accessories,Maximum Zoom Size
Tech,Digital Imaging Accessories,Minimum F-Stop Aperture
Tech,Digital Imaging Accessories,Minimum T-Stop Aperture
Tech,Digital Imaging Accessories,Minimum Zoom Size
Tech,Digital Imaging Accessories,Prime Lens Size
Tech,Digital Imaging Accessories,Quiet Autofocus Motor
Tech,Digital Imaging Accessories,Tripod/Monopod - Closed Length (range/inches)
Tech,Digital Imaging Accessories,Tripod/Monopod - Flexibility
Tech,Digital Imaging Accessories,Tripod/Monopod - Leg Sections
Tech,Digital Imaging Accessories,Tripod/Monopod - Material
Tech,Digital Imaging Accessories,Tripod/Monopod - Max Height (range/inches)
Tech,Digital Imaging Accessories,Tripod/Monopod/Head  - Max Load Capacity (range)
Tech,Digital Imaging Accessories,Tripod/Monopod/Head - Camera Type
Tech,Digital Imaging Accessories,Tripod/Monopod/Head - Fluid Head
Tech,Digital Imaging Accessories,Tripod/Monopod/Head - Head Type
Tech,Digital Imaging Accessories,Tripod/Monopod/Head - Weight (range)
Tech,Digital Imaging Accessories,Voltage (Actual Rounded)
Tech,Digital Media Speakers,A/V Inputs
Tech,Digital Media Speakers,Accessory Usage
Tech,Digital Media Speakers,AirPlay Local Streaming
Tech,Digital Media Speakers,Battery Compartment
Tech,Digital Media Speakers,Battery Powered
Tech,Digital Media Speakers,Bixby
Tech,Digital Media Speakers,Bluetooth Local Streaming
Tech,Digital Media Speakers,Bluetooth Speaker to Speaker Communication
Tech,Digital Media Speakers,Brand Designed For
Tech,Digital Media Speakers,Cell Phone Docking Capable
Tech,Digital Media Speakers,Clock Radio Mount
Tech,Digital Media Speakers,Clock/Radio
Tech,Digital Media Speakers,Color Changing Lights
Tech,Digital Media Speakers,Content Type
Tech,Digital Media Speakers,DLNA Local Streaming
Tech,Digital Media Speakers,Detachable Speakers
Tech,Digital Media Speakers,Device Color
Tech,Digital Media Speakers,Digital Media Speaker Type
Tech,Digital Media Speakers,Digital Player Connection Type
Tech,Digital Media Speakers,Dock Capability
Tech,Digital Media Speakers,Dock Connector Type
Tech,Digital Media Speakers,Docking Speaker with Video
Tech,Digital Media Speakers,Drive Size
Tech,Digital Media Speakers,Expandable Wireless System
Tech,Digital Media Speakers,Google Cast Local Streaming
Tech,Digital Media Speakers,HD Radio Tagging
Tech,Digital Media Speakers,Handle Built In
Tech,Digital Media Speakers,Karaoke Compatibility
Tech,Digital Media Speakers,Microphone Type
Tech,Digital Media Speakers,MultiMedia Configuration
Tech,Digital Media Speakers,MultiMedia Surround Type
Tech,Digital Media Speakers,Networked Content Device Type
Tech,Digital Media Speakers,Number of Discs
Tech,Digital Media Speakers,Number of Speaker Drivers and Subwoofers
